mandal_id,mandal_name,district,grace_gws_anom_cm,grace_gws_pctl,rootzone_pctl,surface_pctl,rain_1m_mm,rain_3m_mm,et_1m_mm,water_balance_mm,specific_yield,elevation_m,slope_deg,twi,phys_level_change_m,month_sin,month_cos,lat,lon,aquifer_type,has_sensor
PRAKASAM|SANTHANUTHALA PADU,Santhanuthala Padu,Prakasam,9.16,95.8,85.0,86.4,4.5,10.8,68.5,164.5,0.08,40.0,2.5,9.0,1.145,1.0,0.0,15.5344,79.9613,coastal,False
PRAKASAM|ONGOLE,Ongole,Prakasam,9.16,95.8,85.0,86.4,2.2,5.3,68.5,169.8,0.08,8.0,2.5,9.0,1.145,1.0,0.0,15.5207,80.1047,coastal,False
PRAKASAM|KOTHA PATNAM,Kotha Patnam,Prakasam,9.16,95.8,85.0,86.4,3.0,7.2,68.5,147.6,0.08,6.0,2.5,9.0,1.145,1.0,0.0,15.4511,80.1138,coastal,False
PRAKASAM|TANGUTUR,Tangutur,Prakasam,9.16,95.8,85.0,86.4,3.3,7.9,68.5,130.2,0.08,11.0,2.5,9.0,1.145,1.0,0.0,15.3912,80.0116,coastal,False
PRAKASAM|ZARUGUMILLI,Zarugumilli,Prakasam,9.16,95.8,85.0,86.4,3.5,8.4,68.5,120.3,0.08,23.0,2.5,9.0,1.145,1.0,0.0,15.3092,79.8692,coastal,False
PRAKASAM|PONNALURU,Ponnaluru,Prakasam,9.16,95.8,85.0,86.4,3.9,9.4,68.5,139.2,0.08,45.0,2.5,9.0,1.145,1.0,0.0,15.2693,79.7527,coastal,False
PRAKASAM|PEDACHERLO PALLE,Pedacherlo Palle,Prakasam,9.16,95.8,85.0,86.4,3.8,9.1,68.5,149.5,0.08,77.0,2.5,9.0,1.145,1.0,0.0,15.2607,79.5753,coastal,False
PRAKASAM|CHANDRA SEKHARA PURAM,Chandra Sekhara Puram,Prakasam,9.16,95.8,85.0,86.4,5.4,13.0,68.5,80.1,0.08,231.0,2.5,9.0,1.145,1.0,0.0,15.2004,79.1967,coastal,False
PRAKASAM|PAMUR,Pamur,Prakasam,9.16,95.8,85.0,86.4,5.3,12.7,68.5,148.4,0.08,111.0,2.5,9.0,1.145,1.0,0.0,15.1354,79.4641,coastal,False
PRAKASAM|VOLETIVARIPALEM,Voletivaripalem,Prakasam,9.16,95.8,85.0,86.4,2.8,6.7,68.5,171.5,0.08,52.0,2.5,9.0,1.145,1.0,0.0,15.1603,79.7322,coastal,False
PRAKASAM|KANDUKUR,Kandukur,Prakasam,9.16,95.8,85.0,86.4,3.6,8.6,68.5,124.9,0.08,26.0,2.5,9.0,1.145,1.0,0.0,15.2298,79.8935,coastal,False
PRAKASAM|SINGARAYAKONDA,Singarayakonda,Prakasam,9.16,95.8,85.0,86.4,4.6,11.0,68.5,125.5,0.08,14.0,2.5,9.0,1.145,1.0,0.0,15.2664,80.0412,coastal,False
PRAKASAM|LINGASAMUDRAM,Lingasamudram,Prakasam,9.16,95.8,85.0,86.4,2.8,6.7,68.5,209.9,0.08,39.0,2.5,9.0,1.145,1.0,0.0,15.0705,79.7312,coastal,False
PRAKASAM|GUDLURU,Gudluru,Prakasam,9.16,95.8,85.0,86.4,3.0,7.2,68.5,175.5,0.08,24.0,2.5,9.0,1.145,1.0,0.0,15.0596,79.9323,coastal,False
PRAKASAM|ULAVAPADU,Ulavapadu,Prakasam,9.16,95.8,85.0,86.4,3.0,7.2,68.5,141.3,0.08,15.0,2.5,9.0,1.145,1.0,0.0,15.1328,80.0008,coastal,False
SRI POTTI SRIRAMULU NELLORE|SEETHARAMAPURAM,Seetharamapuram,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,4.7,11.3,80.5,70.9,0.08,215.0,2.5,9.0,0.857,1.0,0.0,14.9851,79.1663,coastal,False
SRI POTTI SRIRAMULU NELLORE|UDAYAGIRI,Udayagiri,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.9,7.0,80.5,79.2,0.08,150.0,2.5,9.0,0.857,1.0,0.0,14.9587,79.2799,coastal,False
SRI POTTI SRIRAMULU NELLORE|VARIKUNTAPADU,Varikuntapadu,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,4.3,10.3,80.5,112.3,0.08,117.0,2.5,9.0,0.857,1.0,0.0,15.0557,79.3743,coastal,False
SRI POTTI SRIRAMULU NELLORE|KONDAPURAM,Kondapuram,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,4.1,9.8,80.5,218.6,0.08,49.0,2.5,9.0,0.857,1.0,0.0,14.9947,79.69,coastal,False
SRI POTTI SRIRAMULU NELLORE|JALADANKI,Jaladanki,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.9,7.0,80.5,230.1,0.08,24.0,2.5,9.0,0.857,1.0,0.0,14.8711,79.8609,coastal,False
SRI POTTI SRIRAMULU NELLORE|KAVALI,Kavali,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.9,7.0,80.5,193.1,0.08,34.0,2.5,9.0,0.857,1.0,0.0,14.9295,79.969,coastal,False
SRI POTTI SRIRAMULU NELLORE|BOGOLE,Bogole,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.6,6.2,80.5,220.0,0.08,11.0,2.5,9.0,0.857,1.0,0.0,14.8004,79.9959,coastal,False
SRI POTTI SRIRAMULU NELLORE|KALIGIRI,Kaligiri,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,3.0,7.2,80.5,247.9,0.08,70.0,2.5,9.0,0.857,1.0,0.0,14.851,79.7144,coastal,False
SRI POTTI SRIRAMULU NELLORE|VINJAMUR,Vinjamur,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.6,6.2,80.5,194.0,0.08,114.0,2.5,9.0,0.857,1.0,0.0,14.8456,79.5362,coastal,False
SRI POTTI SRIRAMULU NELLORE|DUTTALUR,Duttalur,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,3.0,7.2,80.5,144.9,0.08,131.0,2.5,9.0,0.857,1.0,0.0,14.8647,79.4155,coastal,False
SRI POTTI SRIRAMULU NELLORE|MARRIPADU,Marripadu,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.3,5.5,80.5,115.2,0.08,127.0,2.5,9.0,0.857,1.0,0.0,14.7174,79.3097,coastal,False
SRI POTTI SRIRAMULU NELLORE|ATMAKUR,Atmakur,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.5,6.0,80.5,194.9,0.08,62.0,2.5,9.0,0.857,1.0,0.0,14.6633,79.5403,coastal,False
SRI POTTI SRIRAMULU NELLORE|ANUMASAMUDRAMPETA,Anumasamudrampeta,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.3,5.5,80.5,245.8,0.08,49.0,2.5,9.0,0.857,1.0,0.0,14.7096,79.6746,coastal,False
SRI POTTI SRIRAMULU NELLORE|DAGADARTHI,Dagadarthi,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.0,4.8,80.5,243.7,0.08,26.0,2.5,9.0,0.857,1.0,0.0,14.677,79.9062,coastal,False
SRI POTTI SRIRAMULU NELLORE|ALLUR,Allur,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,3.3,7.9,80.5,244.1,0.08,4.0,2.5,9.0,0.857,1.0,0.0,14.7011,80.0512,coastal,False
SRI POTTI SRIRAMULU NELLORE|VIDAVALUR,Vidavalur,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.1,5.0,80.5,275.0,0.08,5.0,2.5,9.0,0.857,1.0,0.0,14.6181,80.1019,coastal,False
SRI POTTI SRIRAMULU NELLORE|KODAVALUR,Kodavalur,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,1.7,4.1,80.5,266.8,0.08,14.0,2.5,9.0,0.857,1.0,0.0,14.5995,79.9717,coastal,False
SRI POTTI SRIRAMULU NELLORE|BUCHIREDDIPALEM,Buchireddipalem,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,1.1,2.6,80.5,238.8,0.08,26.0,2.5,9.0,0.857,1.0,0.0,14.5599,79.8811,coastal,False
SRI POTTI SRIRAMULU NELLORE|SANGAM,Sangam,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,1.7,4.1,80.5,233.6,0.08,36.0,2.5,9.0,0.857,1.0,0.0,14.6139,79.7807,coastal,False
SRI POTTI SRIRAMULU NELLORE|CHEJERLA,Chejerla,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,1.6,3.8,80.5,168.8,0.08,70.0,2.5,9.0,0.857,1.0,0.0,14.5049,79.585,coastal,False
SRI POTTI SRIRAMULU NELLORE|ANANTHASAGARAM,Ananthasagaram,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,1.8,4.3,80.5,129.4,0.08,179.0,2.5,9.0,0.857,1.0,0.0,14.6062,79.3567,coastal,False
SRI POTTI SRIRAMULU NELLORE|KALUVOYA,Kaluvoya,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.1,5.0,80.5,122.9,0.08,97.0,2.5,9.0,0.857,1.0,0.0,14.4508,79.4849,coastal,False
SRI POTTI SRIRAMULU NELLORE|RAPUR,Rapur,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.2,5.3,80.5,74.9,0.08,78.0,2.5,9.0,0.857,1.0,0.0,14.3021,79.5245,coastal,False
SRI POTTI SRIRAMULU NELLORE|PODALAKUR,Podalakur,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.4,5.8,80.5,171.6,0.08,60.0,2.5,9.0,0.857,1.0,0.0,14.4222,79.7074,coastal,False
SRI POTTI SRIRAMULU NELLORE|NELLORE,Nellore,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,1.9,4.6,80.5,249.8,0.08,34.0,2.5,9.0,0.857,1.0,0.0,14.4323,79.9164,coastal,False
SRI POTTI SRIRAMULU NELLORE|KOVUR,Kovur,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.1,5.0,80.5,281.7,0.08,16.0,2.5,9.0,0.857,1.0,0.0,14.5237,80.0035,coastal,False
SRI POTTI SRIRAMULU NELLORE|INDUKURPET,Indukurpet,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.4,5.8,80.5,312.0,0.08,6.0,2.5,9.0,0.857,1.0,0.0,14.5016,80.1307,coastal,False
SRI POTTI SRIRAMULU NELLORE|THOTAPALLIGUDUR,Thotapalligudur,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,1.5,3.6,80.5,314.6,0.08,7.0,2.5,9.0,0.857,1.0,0.0,14.4249,80.1202,coastal,False
SRI POTTI SRIRAMULU NELLORE|MUTHUKUR,Muthukur,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,1.4,3.4,80.5,296.2,0.08,9.0,2.5,9.0,0.857,1.0,0.0,14.2917,80.0697,coastal,False
SRI POTTI SRIRAMULU NELLORE|VENKATACHALAM,Venkatachalam,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,1.8,4.3,80.5,240.1,0.08,39.0,2.5,9.0,0.857,1.0,0.0,14.3006,79.9411,coastal,False
SRI POTTI SRIRAMULU NELLORE|MANUBOLU,Manubolu,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.2,5.3,80.5,194.5,0.08,11.0,2.5,9.0,0.857,1.0,0.0,14.2587,79.8745,coastal,False
SRI POTTI SRIRAMULU NELLORE|GUDUR,Gudur,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.1,5.0,80.5,131.1,0.08,16.0,2.5,9.0,0.857,1.0,0.0,14.1569,79.809,coastal,False
SRI POTTI SRIRAMULU NELLORE|SYDAPURAM,Sydapuram,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.5,6.0,80.5,88.8,0.08,65.0,2.5,9.0,0.857,1.0,0.0,14.2124,79.6821,coastal,False
SRI POTTI SRIRAMULU NELLORE|DAKKILI,Dakkili,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.9,7.0,80.5,6.0,0.08,47.0,2.5,9.0,0.857,1.0,0.0,14.0942,79.5781,coastal,False
SRI POTTI SRIRAMULU NELLORE|VENKATAGIRI,Venkatagiri,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,3.0,7.2,80.5,-22.8,0.08,68.0,2.5,9.0,0.857,1.0,0.0,14.003,79.5496,coastal,False
SRI POTTI SRIRAMULU NELLORE|BALAYAPALLE,Balayapalle,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,3.5,8.4,80.5,37.1,0.08,47.0,2.5,9.0,0.857,1.0,0.0,14.0116,79.7009,coastal,False
SRI POTTI SRIRAMULU NELLORE|OJILI,Ojili,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,4.8,11.5,80.5,122.9,0.08,42.0,2.5,9.0,0.857,1.0,0.0,13.9885,79.8625,coastal,False
SRI POTTI SRIRAMULU NELLORE|CHILLAKUR,Chillakur,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.2,5.3,80.5,217.9,0.08,7.0,2.5,9.0,0.857,1.0,0.0,14.1279,79.9908,coastal,False
SRI POTTI SRIRAMULU NELLORE|KOTA,Kota,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.1,5.0,80.5,244.4,0.08,2.0,2.5,9.0,0.857,1.0,0.0,14.0907,80.0593,coastal,False
SRI POTTI SRIRAMULU NELLORE|VAKADU,Vakadu,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.7,6.5,80.5,242.3,0.08,7.0,2.5,9.0,0.857,1.0,0.0,13.9673,80.1252,coastal,False
SRI POTTI SRIRAMULU NELLORE|CHITTAMUR,Chittamur,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,3.3,7.9,80.5,223.9,0.08,17.0,2.5,9.0,0.857,1.0,0.0,13.9479,80.0092,coastal,False
SRI POTTI SRIRAMULU NELLORE|NAIDUPET,Naidupet,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.6,6.2,80.5,160.9,0.08,24.0,2.5,9.0,0.857,1.0,0.0,13.9488,79.9242,coastal,False
SRI POTTI SRIRAMULU NELLORE|PELLAKUR,Pellakur,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,4.6,11.0,80.5,110.2,0.08,36.0,2.5,9.0,0.857,1.0,0.0,13.8421,79.8486,coastal,False
SRI POTTI SRIRAMULU NELLORE|DORAVARISATRAM,Doravarisatram,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,4.4,10.6,80.5,188.8,0.08,17.0,2.5,9.0,0.857,1.0,0.0,13.7993,79.9608,coastal,False
SRI POTTI SRIRAMULU NELLORE|SULLURPETA,Sullurpeta,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,2.7,6.5,80.5,207.7,0.08,0.0,2.5,9.0,0.857,1.0,0.0,13.7413,80.0841,coastal,False
SRI POTTI SRIRAMULU NELLORE|TADA,Tada,Sri Potti Sriramulu Nellore,6.86,84.3,77.7,82.6,5.4,13.0,80.5,143.8,0.08,0.0,2.5,9.0,0.857,1.0,0.0,13.5838,80.0903,coastal,False
Y.S.R.|KONDAPURAM,Kondapuram,Y.S.R.,9.18,95.9,86.1,88.4,3.3,7.9,64.2,44.4,0.02,223.0,5.0,7.0,4.59,1.0,0.0,14.8014,78.1425,hard_rock,False
Y.S.R.|MYLAVARAM,Mylavaram,Y.S.R.,9.18,95.9,86.1,88.4,4.2,10.1,64.2,47.0,0.02,200.0,5.0,7.0,4.59,1.0,0.0,14.9559,78.3174,hard_rock,False
Y.S.R.|PEDDAMUDIUM,Peddamudium,Y.S.R.,9.18,95.9,86.1,88.4,2.2,5.3,64.2,54.8,0.02,166.0,5.0,7.0,4.59,1.0,0.0,14.9695,78.4548,hard_rock,False
Y.S.R.|RAJUPALEM,Rajupalem,Y.S.R.,9.18,95.9,86.1,88.4,1.8,4.3,64.2,49.5,0.02,156.0,5.0,7.0,4.59,1.0,0.0,14.8808,78.5682,hard_rock,False
Y.S.R.|DUVVUR,Duvvur,Y.S.R.,9.18,95.9,86.1,88.4,1.9,4.6,64.2,82.2,0.02,155.0,5.0,7.0,4.59,1.0,0.0,14.8621,78.6605,hard_rock,False
Y.S.R.|S.MYDUKUR,S.Mydukur,Y.S.R.,9.18,95.9,86.1,88.4,3.5,8.4,64.2,94.3,0.02,274.0,5.0,7.0,4.59,1.0,0.0,14.8781,78.7573,hard_rock,False
Y.S.R.|BRAHMAMGARIMATTAM,Brahmamgarimattam,Y.S.R.,9.18,95.9,86.1,88.4,2.9,7.0,64.2,91.8,0.02,161.0,5.0,7.0,4.59,1.0,0.0,14.8374,78.912,hard_rock,False
Y.S.R.|SRI AVADHUTHA KASINAYANA,Sri Avadhutha Kasinayana,Y.S.R.,9.18,95.9,86.1,88.4,4.4,10.6,64.2,151.7,0.02,220.0,5.0,7.0,4.59,1.0,0.0,15.0256,78.8805,hard_rock,False
Y.S.R.|KALASAPADU,Kalasapadu,Y.S.R.,9.18,95.9,86.1,88.4,4.2,10.1,64.2,175.3,0.02,204.0,5.0,7.0,4.59,1.0,0.0,15.1407,78.9194,hard_rock,False
Y.S.R.|PORUMAMILLA,Porumamilla,Y.S.R.,9.18,95.9,86.1,88.4,3.4,8.2,64.2,114.5,0.02,192.0,5.0,7.0,4.59,1.0,0.0,15.0287,79.0296,hard_rock,False
Y.S.R.|B.KODUR,B.Kodur,Y.S.R.,9.18,95.9,86.1,88.4,2.2,5.3,64.2,96.8,0.02,145.0,5.0,7.0,4.59,1.0,0.0,14.8646,78.9938,hard_rock,False
Y.S.R.|BADVEL,Badvel,Y.S.R.,9.18,95.9,86.1,88.4,1.3,3.1,64.2,69.9,0.02,120.0,5.0,7.0,4.59,1.0,0.0,14.7133,79.0272,hard_rock,False
Y.S.R.|GOPAVARAM,Gopavaram,Y.S.R.,9.18,95.9,86.1,88.4,2.2,5.3,64.2,73.9,0.02,120.0,5.0,7.0,4.59,1.0,0.0,14.6402,79.1476,hard_rock,False
Y.S.R.|KHAJIPET,Khajipet,Y.S.R.,9.18,95.9,86.1,88.4,2.2,5.3,64.2,69.6,0.02,134.0,5.0,7.0,4.59,1.0,0.0,14.6418,78.7638,hard_rock,False
Y.S.R.|CHAPAD,Chapad,Y.S.R.,9.18,95.9,86.1,88.4,3.2,7.7,64.2,53.5,0.02,145.0,5.0,7.0,4.59,1.0,0.0,14.7386,78.6525,hard_rock,False
Y.S.R.|PRODDATUR,Proddatur,Y.S.R.,9.18,95.9,86.1,88.4,2.6,6.2,64.2,45.0,0.02,156.0,5.0,7.0,4.59,1.0,0.0,14.7732,78.5676,hard_rock,False
Y.S.R.|JAMMALAMADUGU,Jammalamadugu,Y.S.R.,9.18,95.9,86.1,88.4,2.9,7.0,64.2,45.3,0.02,185.0,5.0,7.0,4.59,1.0,0.0,14.8424,78.3878,hard_rock,False
Y.S.R.|MUDDANUR,Muddanur,Y.S.R.,9.18,95.9,86.1,88.4,2.2,5.3,64.2,45.3,0.02,242.0,5.0,7.0,4.59,1.0,0.0,14.6904,78.3188,hard_rock,False
Y.S.R.|SIMHADRIPURAM,Simhadripuram,Y.S.R.,9.18,95.9,86.1,88.4,2.8,6.7,64.2,42.0,0.02,231.0,5.0,7.0,4.59,1.0,0.0,14.5976,78.1789,hard_rock,False
Y.S.R.|LINGALA,Lingala,Y.S.R.,9.18,95.9,86.1,88.4,3.1,7.4,64.2,40.3,0.02,332.0,5.0,7.0,4.59,1.0,0.0,14.5208,78.0828,hard_rock,False
Y.S.R.|PULIVENDLA,Pulivendla,Y.S.R.,9.18,95.9,86.1,88.4,4.4,10.6,64.2,41.0,0.02,291.0,5.0,7.0,4.59,1.0,0.0,14.4426,78.2135,hard_rock,False
Y.S.R.|VEMULA,Vemula,Y.S.R.,9.18,95.9,86.1,88.4,4.0,9.6,64.2,41.6,0.02,224.0,5.0,7.0,4.59,1.0,0.0,14.4279,78.3277,hard_rock,False
Y.S.R.|THONDUR,Thondur,Y.S.R.,9.18,95.9,86.1,88.4,3.1,7.4,64.2,43.9,0.02,212.0,5.0,7.0,4.59,1.0,0.0,14.5249,78.2932,hard_rock,False
Y.S.R.|VEERAPUNAYUNIPALLE,Veerapunayunipalle,Y.S.R.,9.18,95.9,86.1,88.4,2.6,6.2,64.2,45.2,0.02,193.0,5.0,7.0,4.59,1.0,0.0,14.4872,78.4604,hard_rock,False
Y.S.R.|YERRAGUNTLA,Yerraguntla,Y.S.R.,9.18,95.9,86.1,88.4,2.4,5.8,64.2,46.6,0.02,173.0,5.0,7.0,4.59,1.0,0.0,14.6629,78.5257,hard_rock,False
Y.S.R.|KAMALAPURAM,Kamalapuram,Y.S.R.,9.18,95.9,86.1,88.4,1.6,3.8,64.2,49.7,0.02,154.0,5.0,7.0,4.59,1.0,0.0,14.5935,78.5903,hard_rock,False
Y.S.R.|VALLUR,Vallur,Y.S.R.,9.18,95.9,86.1,88.4,2.1,5.0,64.2,56.1,0.02,141.0,5.0,7.0,4.59,1.0,0.0,14.5416,78.7029,hard_rock,False
Y.S.R.|CHENNUR,Chennur,Y.S.R.,9.18,95.9,86.1,88.4,1.7,4.1,64.2,66.2,0.02,157.0,5.0,7.0,4.59,1.0,0.0,14.5704,78.8487,hard_rock,False
Y.S.R.|ATLUR,Atlur,Y.S.R.,9.18,95.9,86.1,88.4,1.5,3.6,64.2,58.4,0.02,100.0,5.0,7.0,4.59,1.0,0.0,14.5557,79.0738,hard_rock,False
Y.S.R.|VONTIMITTA,Vontimitta,Y.S.R.,9.18,95.9,86.1,88.4,2.5,6.0,64.2,66.5,0.02,121.0,5.0,7.0,4.59,1.0,0.0,14.4047,79.0742,hard_rock,False
Y.S.R.|SIDHOUT,Sidhout,Y.S.R.,9.18,95.9,86.1,88.4,2.3,5.5,64.2,65.9,0.02,685.0,5.0,7.0,4.59,1.0,0.0,14.5445,78.9848,hard_rock,False
Y.S.R.|KADAPA,Kadapa,Y.S.R.,9.18,95.9,86.1,88.4,1.8,4.3,64.2,59.3,0.02,123.0,5.0,7.0,4.59,1.0,0.0,14.4943,78.8334,hard_rock,False
Y.S.R.|CHINTHAKOMMADINNE,Chinthakommadinne,Y.S.R.,9.18,95.9,86.1,88.4,3.3,7.9,64.2,60.9,0.02,155.0,5.0,7.0,4.59,1.0,0.0,14.4161,78.799,hard_rock,False
Y.S.R.|PENDLIMARRI,Pendlimarri,Y.S.R.,9.18,95.9,86.1,88.4,4.8,11.5,64.2,53.5,0.02,497.0,5.0,7.0,4.59,1.0,0.0,14.3891,78.6141,hard_rock,False
Y.S.R.|VEMPALLE,Vempalle,Y.S.R.,9.18,95.9,86.1,88.4,2.2,5.3,64.2,42.0,0.02,239.0,5.0,7.0,4.59,1.0,0.0,14.3805,78.4284,hard_rock,False
Y.S.R.|CHAKRAYAPET,Chakrayapet,Y.S.R.,9.18,95.9,86.1,88.4,5.9,14.2,64.2,42.4,0.02,269.0,5.0,7.0,4.59,1.0,0.0,14.2437,78.5104,hard_rock,False
Y.S.R.|GALIVEEDU,Galiveedu,Y.S.R.,9.18,95.9,86.1,88.4,5.2,12.5,64.2,36.4,0.02,397.0,5.0,7.0,4.59,1.0,0.0,14.0846,78.5295,hard_rock,False
Y.S.R.|CHINNAMANDEM,Chinnamandem,Y.S.R.,9.18,95.9,86.1,88.4,5.2,12.5,64.2,35.8,0.02,480.0,5.0,7.0,4.59,1.0,0.0,13.9508,78.6534,hard_rock,False
Y.S.R.|SAMBEPALLE,Sambepalle,Y.S.R.,9.18,95.9,86.1,88.4,3.5,8.4,64.2,41.0,0.02,440.0,5.0,7.0,4.59,1.0,0.0,13.9484,78.7795,hard_rock,False
Y.S.R.|T SUNDUPALLE,T Sundupalle,Y.S.R.,9.18,95.9,86.1,88.4,3.7,8.9,64.2,56.6,0.02,271.0,5.0,7.0,4.59,1.0,0.0,13.9799,78.9805,hard_rock,False
Y.S.R.|RAYACHOTI,Rayachoti,Y.S.R.,9.18,95.9,86.1,88.4,5.7,13.7,64.2,44.3,0.02,374.0,5.0,7.0,4.59,1.0,0.0,14.0719,78.722,hard_rock,False
Y.S.R.|LAKKIREDDIPALLE,Lakkireddipalle,Y.S.R.,9.18,95.9,86.1,88.4,5.3,12.7,64.2,47.0,0.02,408.0,5.0,7.0,4.59,1.0,0.0,14.2086,78.6459,hard_rock,False
Y.S.R.|RAMAPURAM,Ramapuram,Y.S.R.,9.18,95.9,86.1,88.4,3.0,7.2,64.2,52.3,0.02,323.0,5.0,7.0,4.59,1.0,0.0,14.2071,78.7523,hard_rock,False
Y.S.R.|VEERABALLE,Veeraballe,Y.S.R.,9.18,95.9,86.1,88.4,4.2,10.1,64.2,69.0,0.02,265.0,5.0,7.0,4.59,1.0,0.0,14.1975,78.9008,hard_rock,False
Y.S.R.|NANDALUR,Nandalur,Y.S.R.,9.18,95.9,86.1,88.4,1.6,3.8,64.2,69.3,0.02,245.0,5.0,7.0,4.59,1.0,0.0,14.3382,79.1795,hard_rock,False
Y.S.R.|PENAGALUR,Penagalur,Y.S.R.,9.18,95.9,86.1,88.4,1.4,3.4,64.2,76.2,0.02,133.0,5.0,7.0,4.59,1.0,0.0,14.3254,79.2959,hard_rock,False
Y.S.R.|CHITVEL,Chitvel,Y.S.R.,9.18,95.9,86.1,88.4,2.9,7.0,64.2,29.8,0.02,212.0,5.0,7.0,4.59,1.0,0.0,14.0466,79.3842,hard_rock,False
Y.S.R.|RAJAMPET,Rajampet,Y.S.R.,9.18,95.9,86.1,88.4,2.7,6.5,64.2,63.2,0.02,175.0,5.0,7.0,4.59,1.0,0.0,14.1928,79.0824,hard_rock,False
Y.S.R.|PULLAMPETA,Pullampeta,Y.S.R.,9.18,95.9,86.1,88.4,4.8,11.5,64.2,35.5,0.02,246.0,5.0,7.0,4.59,1.0,0.0,13.9966,79.1891,hard_rock,False
Y.S.R.|OBULAVARIPALLE,Obulavaripalle,Y.S.R.,9.18,95.9,86.1,88.4,2.4,5.8,64.2,42.4,0.02,189.0,5.0,7.0,4.59,1.0,0.0,14.0439,79.2857,hard_rock,False
Y.S.R.|KODUR,Kodur,Y.S.R.,9.18,95.9,86.1,88.4,3.2,7.7,64.2,2.9,0.02,196.0,5.0,7.0,4.59,1.0,0.0,13.9373,79.3696,hard_rock,False
KURNOOL|MANTRALAYAM,Mantralayam,Kurnool,9.96,99.8,98.9,95.7,6.4,15.4,70.2,277.3,0.02,345.0,5.0,7.0,4.98,1.0,0.0,15.8886,77.3365,hard_rock,False
KURNOOL|KOSIGI,Kosigi,Kurnool,9.96,99.8,98.9,95.7,7.0,16.8,70.2,299.2,0.02,346.0,5.0,7.0,4.98,1.0,0.0,15.907,77.2535,hard_rock,False
KURNOOL|KOWTHALAM,Kowthalam,Kurnool,9.96,99.8,98.9,95.7,9.2,22.1,70.2,301.1,0.02,366.0,5.0,7.0,4.98,1.0,0.0,15.7991,77.1183,hard_rock,False
KURNOOL|PEDDA KADUBUR,Pedda Kadubur,Kurnool,9.96,99.8,98.9,95.7,6.0,14.4,70.2,288.2,0.02,384.0,5.0,7.0,4.98,1.0,0.0,15.7634,77.3322,hard_rock,False
KURNOOL|YEMMIGANUR,Yemmiganur,Kurnool,9.96,99.8,98.9,95.7,8.0,19.2,70.2,253.4,0.02,382.0,5.0,7.0,4.98,1.0,0.0,15.7448,77.4971,hard_rock,False
KURNOOL|NANDAVARAM,Nandavaram,Kurnool,9.96,99.8,98.9,95.7,6.0,14.4,70.2,249.5,0.02,337.0,5.0,7.0,4.98,1.0,0.0,15.8594,77.5005,hard_rock,False
